Source,Filename,Bedreiging,Categorie,Citaat,Topic,TopicName
clingendael,24,Beperkte capaciteit voor duurzame vliegtuigbrandstoffen (SAF),Ecologisch,Momenteel beperkte SAF-capaciteit,41,Kosten
clingendael,24,De invloed van de luchtvaartsector op de ecologische veiligheid,Ecologisch,Luchtvaart gaat gepaard met uitstoot van broeikasgassen en stikstof,12,Afhankelijkheid
clingendael,24,De strategische autonomie van Nederland is verbonden met nationale veiligheid,Geopolitiek & militair,De strategische autonomie van Nederland is nauw verbonden met de nationale veiligheid,12,Afhankelijkheid
clingendael,24,Afhankelijkheid van buitenlandse luchtvaartmaatschappijen,Geopolitiek & militair,Bij een te grote afhankelijkheid van een beperkte set aan maatschappijen of landen — zelfs als deze als ‘partner’ zijn bestempeld — zijn er nog altijd risico’s omtrent de continuïteit van de luchtvaartactiviteiten in Nederland.,12,Afhankelijkheid
clingendael,24,Risico's van risicovolle landen,Geopolitiek & militair,"Landen zijn aangemerkt als ’risicovol’ als ze genoemd worden in het ‘Dreigingsbeeld Statelijke Actoren 2’ van de AIVD, MIVD en NCTV (2022).",39,Migratie
clingendael,24,Afhankelijkheid van buitenlandse investeringen in de luchtvaartsector,Economisch,mogelijk behorend tot een buitenlands concern.,12,Afhankelijkheid
clingendael,24,Afhankelijkheid van buitenlandse luchtvrachtbestemmingen,Geopolitiek & militair,de internationale verbondenheid voor de vrachtbestemmingen met name een buitenlandse aangelegenheid.,12,Afhankelijkheid
clingendael,24,Cybersecurity-incidenten die luchtvaartmaatschappijen treffen,Technologisch & digitaal,200 vluchten geannuleerd door een niet-moedwillige fout bij een update van cyberbeveiligingsbedrijf Crowdstrike.,9,Buitenlandse Risico's
clingendael,24,Afhankelijkheid van externe leveranciers voor luchtvaartinfrastructuur,Economisch,afhankelijk zijn van inkoop bij externe leveranciers.,12,Afhankelijkheid
clingendael,24,Verlies van strategische invloed in Air France-KLM,Geopolitiek & militair,"Het Nederlandse aandeel is inmiddels verwaterd tot 9,1 procent terwijl de Franse Staat 28 procent bezit.",18,Economische Daling
clingendael,24,Afhankelijkheid van buitenlandse energiebronnen,Economisch,Importwaarde Russische aardolie daalde vanaf maart met bijna 14 procent.,12,Afhankelijkheid
clingendael,24,Verlies van controle over luchtvaartveiligheid,Gezondheid,een veilige en vlotte vlucht- en vliegtuigafhandeling.,20,Vertrouwensoverheid
clingendael,24,Afhankelijkheid van buitenlandse luchtvaartmaatschappijen voor intercontinentale vluchten,Geopolitiek & militair,Nederland is voor deze vluchten dus relatief afhankelijk deze maatschappijen.,12,Afhankelijkheid
clingendael,24,Afhankelijkheid van buitenlandse luchtvaartmaatschappijen voor vrachtvervoer,Economisch,Het aandeel door Nederlandse maatschappijen vervoerde luchtvracht op full freighters is verder gedaald naar circa 11 procent van het totaal.,12,Afhankelijkheid
clingendael,24,Afhankelijkheid van buitenlandse luchtvaartmaatschappijen voor bepaalde bestemmingen,Economisch,"Voor sommige bestemmingen en bestemmingsregio’s (zoals Noord-Amerika, Midden-Oosten) is het aanbod voor groter.",12,Afhankelijkheid
clingendael,24,Afhankelijkheid van buitenlandse luchtvaartmaatschappijen voor vluchten,Geopolitiek & militair,NL reizigers die via n-EU-maatschappij over Rusland vliegen mogelijk risico,12,Afhankelijkheid
clingendael,24,Afhankelijkheid van buitenlandse luchtvaartmaatschappijen voor vrachtvluchten,Economisch,de Nederlandse transportsector relatief afhankelijk van buitenlandse airlines.,12,Afhankelijkheid
clingendael,24,Afhankelijkheid van buitenlandse luchtvaartmaatschappijen voor passagiersbestemmingen,Geopolitiek & militair,"Er zijn slechts twee steden, beide in China, die voor passagiers enkel direct te bereiken zijn met maatschappijen uit risicovolle landen.",12,Afhankelijkheid
clingendael,24,Afhankelijkheid van buitenlandse luchtvaartmaatschappijen voor vrachtvervoer,Geopolitiek & militair,de internationale verbondenheid voor de vrachtbestemmingen met name een buitenlandse aangelegenheid.,12,Afhankelijkheid
clingendael,24,Afhankelijkheid van buitenlandse luchtvaartmaatschappijen voor intercontinentale vluchten,Geopolitiek & militair,Nederland is voor deze vluchten dus relatief afhankelijk deze maatschappijen.,12,Afhankelijkheid
clingendael,24,Afhankelijkheid van buitenlandse luchtvaartmaatschappijen voor vrachtvervoer,Economisch,de Nederlandse transportsector relatief afhankelijk van buitenlandse airlines.,12,Afhankelijkheid
clingendael,28,Afhankelijkheid van Chinese olie-investeringen in Irak.,Economisch,Iraq’s political elites will increasingly need Chinese investment to maintain current production levels.,12,Afhankelijkheid
clingendael,28,Verlies van invloed van de VS in Irak door Chinese economische aanwezigheid.,Geopolitiek & militair,"China dominates this economic sector, even though Beijing remains replaceable as buyer of Iraqi oil.",10,Oorlog Oekraïne
clingendael,28,Versterking van China's geopolitieke invloed in het Midden-Oosten.,Geopolitiek & militair,China is building the security and diplomatic platforms – notably the Global Security Initiative (GSI) and the China-Arab States Cooperation Forum (CASCF).,10,Oorlog Oekraïne
clingendael,28,Beperkte militaire samenwerking tussen Irak en China.,Geopolitiek & militair,"military relations with China are mostly limited to the purchase of hardware, in particular drones.",10,Oorlog Oekraïne
clingendael,28,De kritiek op de Belt and Road Initiative vanwege de negatieve impact op lokale gemeenschappen.,Sociaal & Maatschappelijk,"BRI projects have also faced criticism for bringing a lack of benefits to local communities, their environmental damage and the debts they generate.",9,Buitenlandse Risico's
clingendael,28,De politieke instabiliteit in Irak.,Geopolitiek & militair,‘...a country that is politically unstable...’,36,Conflict
clingendael,28,De endemische corruptie in Irak.,Sociaal & Maatschappelijk,‘...known for its endemic corruption...’,36,Conflict
clingendael,28,De sociale stabiliteit van Irak die afhankelijk is van olie-inkomsten.,Sociaal & Maatschappelijk,the revenues that derive from Iraqi oil exports account for c. 85 per cent of the government’s budget,10,Oorlog Oekraïne
clingendael,28,De aanwezigheid van buitenlandse troepen in Irak.,Geopolitiek & militair,reduce the presence of the Global Coalition against Daesh (read: US),36,Conflict
clingendael,28,De mogelijkheid van de opkomst van een nieuwe ISIS of andere vormen van terrorisme en gewelddadig extremisme.,Geopolitiek & militair,‘The stability of Iraq today is fundamentally threatened by three phenomena: (c) the potential for the emergence of a new ISIS or other forms of terrorism and violent extremism.’,7,Jihadistische Dreiging
clingendael,29,Onzekerheid over de uitkomst van een vredesovereenkomst tussen Rusland en Oekraïne.,Geopolitiek & militair,the outcome of a possible ceasefire-agreement will have sizeable implications for the future of European security and prosperity for decades to come.,10,Oorlog Oekraïne
clingendael,29,De mogelijkheid van een langdurige oorlog tussen Rusland en Oekraïne.,Geopolitiek & militair,"‘What are the main components that may be agreed upon in a future agreement between Russia and Ukraine, and in which respects is an agreement still out of reach?’",10,Oorlog Oekraïne
clingendael,29,De uitdaging om Rusland te overtuigen om de vijandelijkheden te beëindigen.,Geopolitiek & militair,it remains an open question whether Trump can convince a confident Russia to cease hostilities when it has the upper hand on the battlefield.,10,Oorlog Oekraïne
clingendael,29,De onduidelijkheid over de onderhandelingsposities van Rusland en Oekraïne.,Geopolitiek & militair,‘it is therefore impossible to pin down the parties’ positions on very specific components of a peace deal.’,10,Oorlog Oekraïne
clingendael,29,De bedreiging van Oekraïense soevereiniteit door Russische ambities.,Geopolitiek & militair,‘multiple fundamentally contested issues that – put together – threaten Ukraine’s existence as an independent and sovereign state’,10,Oorlog Oekraïne
clingendael,29,De invloed van de Amerikaanse politiek op de onderhandelingen.,Geopolitiek & militair,‘What is the position of the upcoming US administration under Donald Trump on these components?’,10,Oorlog Oekraïne
clingendael,29,De mogelijkheid dat partijen niet in goede trouw onderhandelen.,Geopolitiek & militair,‘history is rife with examples of negotiations that were not entered in good faith’,37,Beveiliging
clingendael,29,De Russische agressie tegen Oekraïne vormt een directe bedreiging voor de nationale veiligheid van Oekraïne.,Geopolitiek & militair,Neither Ukraine’s interests nor those of Europe are served by continuous Russian aggression against Ukraine interspersed with temporary truces.,10,Oorlog Oekraïne
clingendael,29,De onzekerheid over de toekomstige veiligheidsgaranties voor Oekraïne.,Geopolitiek & militair,‘Ukraine’s security: future security guarantees for Ukraine’,10,Oorlog Oekraïne
clingendael,29,De complexiteit van de onderhandelingen over een staakt-het-vuren.,Geopolitiek & militair,‘there is considerable issue linkage amongst the different components.’,10,Oorlog Oekraïne
clingendael,29,De status van door Rusland bezette Oekraïense gebieden.,Geopolitiek & militair,‘the status of Ukrainian territories occupied by Russia’,10,Oorlog Oekraïne
clingendael,29,De instabiliteit aan de frontlinie in Oekraïne leidt tot een verhoogd risico op verlies van territoriale controle.,Geopolitiek & militair,the situation on the frontlines is increasingly unstable for the Armed Forces of Ukraine (AFU),10,Oorlog Oekraïne
clingendael,29,Oekraïne kan zijn aspiraties voor EU-lidmaatschap moeten opgeven.,Geopolitiek & militair,Russia may... ask for Ukraine to give up its aspirations to join the European Union,10,Oorlog Oekraïne
clingendael,29,"Een deal die als oneerlijk wordt gezien, kan Oekraïne van binnenuit destabiliseren.",Sociaal & Maatschappelijk,a deal that is perceived as unfair to Ukraine... is likely to destabilise the country from within,10,Oorlog Oekraïne
clingendael,29,Een getraumatiseerde samenleving kan zich tegen haar eigen leiderschap keren.,Sociaal & Maatschappelijk,A traumatised society that loses its prospect of Euro-Atlantic integration may look for someone to blame and could well turn against its own leadership – and even against the West as a whole.,20,Vertrouwensoverheid
clingendael,29,Werknemende mannen kunnen in grote aantallen het land verlaten.,Sociaal & Maatschappelijk,"working-age men may also leave the country in significant numbers if they want to join their families abroad, see employment opportunities in Europe, or even fear being conscripted in future wars.",39,Migratie
clingendael,29,Rusland kan de situatie in Oekraïne verder ondermijnen.,Geopolitiek & militair,Russia may make use of this situation to further undermine Ukraine from within.,10,Oorlog Oekraïne
clingendael,29,Een 'grootmacht grand bargain' kan de EU en NAVO verdelen.,Geopolitiek & militair,a ‘great power grand bargain’ that carves up the European continent and formalises new ‘spheres of influence’ will divide the EU and NATO and will jeopardise European security.,24,Defensie-uitgaven
clingendael,29,Oost-Europese en Noordse landen voelen hun eigen veiligheid in gevaar.,Geopolitiek & militair,Especially Eastern European and Nordic countries would feel that their own security is imminently at risk or would oppose such a deal on principled grounds.,10,Oorlog Oekraïne
clingendael,29,Europese landen kunnen gedwongen worden om hun defensie-uitgaven aanzienlijk te verhogen.,Economisch,Now it may well be expected to significantly raise that amount and find several hundred billion euro to rebuild and re-arm Ukraine.,24,Defensie-uitgaven
clingendael,29,Europa kan gedwongen worden om de kosten van Oekraïens herstel te dragen.,Economisch,Trump would expect Europeans to foot the bill for whatever deal he makes about Ukraine.,10,Oorlog Oekraïne
clingendael,29,Een leeghandig Europa kan gedwongen worden om een deal met Rusland te accepteren.,Geopolitiek & militair,an empty-handed Europe will have no choice but to accept whatever deal Trump makes with Russia.,10,Oorlog Oekraïne
clingendael,30,Hoge niveaus van geweld en conflicten in de Central Sahel.,Geopolitiek & militair,"Over the past decade, the Central Sahel region has been plagued by high levels of violence and resulting displacement crises.",36,Conflict
clingendael,30,De humanitaire crisis in Burkina Faso door interne ontheemding.,Sociaal & Maatschappelijk,"By December 2023, 2 million people (or 1 in 10 Burkinabe) were internally displaced, and 6.3 million were in need of humanitarian assistance.",36,Conflict
clingendael,30,Sociaal-politieke uitsluiting en stigmatisering van de Fulani-gemeenschap.,Sociaal & Maatschappelijk,Sentiments of socio-political exclusion have grown amongst the ethnic minority of Fulani herders in Burkina Faso.,28,Beleidsveronderstellingen
clingendael,30,De druk op natuurlijke hulpbronnen door de toename van de bevolking in Ouahigouya.,Ecologisch,"The doubling of Ouahigouya’s population in just three years has put great pressure on natural resources, particularly renewable ones that can be quickly depleted by intensive use.",18,Economische Daling
clingendael,30,Beperkte toegang tot juridische diensten voor IDP's.,Sociaal & Maatschappelijk,IDPs face significant challenges in accessing the justice system,4,Ondersteuning
clingendael,30,De schorsing van cash transfers kan de toegang van ontheemde personen tot basisbehoeften verminderen.,Economisch,“the decision taken by the government to halt cash transfers to IDPs.”,38,Armoede
clingendael,30,Tensions tussen interne ontheemden (IDP's) en gastgemeenschappen.,Sociaal & Maatschappelijk,"existing tensions between IDP and host communities, primarily over access to natural resources like firewood, water, and land",36,Conflict
clingendael,31,De democratie en rechtsstaat in kandidaat-lidstaten kunnen onder druk komen te staan door versnelde EU-uitbreiding.,Geopolitiek & militair,Of kunnen deze verworvenheden door (een versnelde) EU-uitbreiding in de hele Unie onder druk komen te staan?,40,Democratie
clingendael,31,De invloed van autocratische landen zoals Rusland en China kan toenemen in de regio.,Geopolitiek & militair,autocratieën als Rusland en China niet (nog) meer grip krijgen op de EU-buurlanden,10,Oorlog Oekraïne
clingendael,31,De kwaliteit van de democratie in de EU kan afnemen door de toetreding van landen die nog niet klaar zijn.,Geopolitiek & militair,dat kandidaat-lidstaten daarom zullen toetreden op een moment dat zij daar vanuit democratisch en rechtsstatelijk perspectief nog niet klaar voor zijn.,40,Democratie
clingendael,31,Erosie van de kernwaarden van de EU.,Geopolitiek & militair,kan deze ontwikkeling leiden tot een erosie van de kernwaarden.,40,Democratie
clingendael,31,Schendingen van de democratie en rechtsstaat in de EU.,Geopolitiek & militair,kwetsbaarheden op het gebied van de democratie en rechtsstaat – of schendingen ervan – ook de democratie en rechtsstaat in de rest van de EU aantasten.,40,Democratie
clingendael,31,Onvoldoende onafhankelijke informatie over EU-uitbreiding.,Sociaal & Maatschappelijk,een gebrek aan beide het democratische proces schaadt.,40,Democratie
clingendael,31,Desinformatie en politieke framing door gebrek aan informatie.,Sociaal & Maatschappelijk,worden burgers ontvankelijker voor desinformatie en politieke framing.,40,Democratie
clingendael,31,Verlies van vertrouwen in democratische en rechterlijke instellingen.,Sociaal & Maatschappelijk,Vertrouwen in elkaars democratische en rechterlijke instellingen is daarmee cruciaal voor het handelingsvermogen van de Unie.,20,Vertrouwensoverheid
clingendael,31,De afhankelijkheid van kandidaat-lidstaten van EU-financiering voor hervormingen.,Economisch,Voortgang op de basisbeginselen wordt gestimuleerd en beloond doordat landen stappen in het toetredingsproces kunnen zetten (inclusief benodigde financiën) zodra aan bepaalde criteria wordt voldaan.,40,Democratie
clingendael,31,De invloed van radicaal-rechtse partijen in de EU neemt toe.,Sociaal & Maatschappelijk,"de grote electorale verschuiving naar radicaal- en extreemrechts in veel landen, waaronder ook Nederland",45,Polarisatie
clingendael,31,Onvoldoende effectiviteit van EU-instrumenten tegen rechtsstaatschendingen.,Geopolitiek & militair,deze hebben niet het gewenste resultaat gehad,40,Democratie
clingendael,31,De ontevredenheid over het EU-beleid is groeiende.,Sociaal & Maatschappelijk,"Hoewel uit dit onderzoek een algemene ontevredenheid bleek met het beleid van de EU, waren respondenten over het handelen van de EU op het gebied van de rechtsstaat en democratie juist wel in (kleine) meerderheid tevreden.",40,Democratie
clingendael,31,Risico op politieke beïnvloeding bij de vrijgave van EU-fondsen.,Sociaal & Maatschappelijk,"deze beslissing is volgens experts discutabel, omdat Hongarije, ondanks aangekondigde hervormingen op het gebied van de onafhankelijke rechtspraak, nog altijd niet voldoet aan de basisprincipes van de democratische rechtsstaat.",37,Beveiliging
clingendael,31,Moeilijkheid voor Nederland om medestand te krijgen in een grotere Unie.,Geopolitiek & militair,Het kan voor Nederland – als kleine lidstaat – moeilijker worden om in een grotere Unie voldoende medestand te krijgen voor maatregelen die de democratie en rechtsstaat in lidstaten beschermen.,24,Defensie-uitgaven
clingendael,31,Afname van enthousiasme voor EU-uitbreiding onder Nederlanders.,Sociaal & Maatschappelijk,Nederlanders zijn over het algemeen steeds minder enthousiast over een uitbreiding van de Unie.,40,Democratie
clingendael,31,Beperkte rol van het parlement in het EU-uitbreidingsproces.,Geopolitiek & militair,het parlement heeft de facto pas een bepalende en directe stem aan het einde van de rit.,40,Democratie
clingendael,31,Desinformatie over de EU en haar uitbreiding.,Sociaal & Maatschappelijk,Aan een dergelijk gebrek aan kennis kleeft een risico omdat het burgers gevoeliger maakt voor desinformatie; waarvan in de context van EU-uitbreiding toch al sprake is.,40,Democratie
clingendael,31,Gebrek aan kennis over de EU onder Nederlanders.,Sociaal & Maatschappelijk,Nederlanders ervaren nog altijd een gebrek aan kennis over de EU.,31,Beleidkwaliteit
clingendael,32,Geopolitieke spanningen in de Arctische regio door militaire opbouw en afname van samenwerking.,Geopolitiek & militair,"The ongoing military build-up of naval and land-based assets in the region from both sides, coupled with Russia’s full-scale invasion of Ukraine in 2022, have put added pressure on Arctic institutions.",10,Oorlog Oekraïne
clingendael,32,Impact van klimaatverandering op natuurlijke hulpbronnen en culturele praktijken.,Ecologisch,"These shifts do not only impact the region economically, they also challenge established cultural norms and practices.",44,Toerisme Klimaatverandering
clingendael,32,Migratie van visbestanden door stijgende temperaturen.,Economisch,A prominent example of this threat to livelihoods and traditions is the migration of fishing stocks further north towards cooler waters.,5,Visbestanden
clingendael,32,Afname van vertrouwen tussen onderzoeksinstellingen door politieke spanningen.,Sociaal & Maatschappelijk,There is a pervasive lack of trust between groups that makes re-establishing contacts exceedingly difficult.,20,Vertrouwensoverheid
clingendael,32,Stress op de bevolking in de Arctische regio.,Sociaal & Maatschappelijk,this places a great deal of stress on the peoples living in the Arctic and can negatively impact their sense of security and well-being.,10,Oorlog Oekraïne
clingendael,34,De Russische agressie tegen Oekraïne.,Geopolitiek & militair,Eind 2024 ziet het er niet goed uit voor Oekraïne. Ten eerste in de strijd om Oekraïens grondgebied tegen de Russische agressor.,10,Oorlog Oekraïne
clingendael,34,Hervatting van grootschalige luchtaanvallen op Oekraïense energie-infrastructuur.,Geopolitiek & militair,Rusland hervat zijn grootschalige luchtaanvallen op kritieke Oekraïense energie-infrastructuur.,10,Oorlog Oekraïne
clingendael,34,Toename van het aantal slachtoffers aan beide zijden in het conflict.,Gezondheid,Het aantal slachtoffers aan beide zijden toeneemt.,36,Conflict
clingendael,34,Versobering van opvang voor Oekraïense ontheemden in EU-lidstaten.,Sociaal & Maatschappelijk,is er een trend naar versobering van opvang en afnemend draagvlak.,49,Terugkeerintenties
clingendael,34,Concurrentie om Oekraïense ontheemden als arbeidskrachten in vergrijzende samenlevingen.,Economisch,EU-lidstaten interesse in de Oekraïense ontheemden als extra arbeidskrachten in vergrijzende samenlevingen.,49,Terugkeerintenties
clingendael,34,De demografische catastrofe in Oekraïne door het gebrek aan terugkeer van ontheemden.,Sociaal & Maatschappelijk,Zonder grootschalige terugkeer van ontheemden wacht Oekraïne een demografische catastrofe.,49,Terugkeerintenties
clingendael,34,De impact van de oorlog op de economische situatie in Oekraïne.,Economisch,De gevolgen van economische sancties en de hoge kosten van de oorlog beginnen echter wel hun effect te sorteren op de Russische economie.,10,Oorlog Oekraïne
clingendael,34,Onzekerheid over de terugkeer van Oekraïense ontheemden door aanhoudende onveiligheid.,Sociaal & Maatschappelijk,Wegens de aanhoudende onveiligheid en het gebrek aan economische mogelijkheden in Oekraïne is terugkeer voor de meeste Oekraïense ontheemden geen optie.,49,Terugkeerintenties
clingendael,34,De invloed van de tijdsduur en intensiteit van het conflict op migratie-intenties.,Geopolitiek & militair,De tijdsduur van het conflict.,39,Migratie
clingendael,34,De onzekerheid over westerse militaire en financiële steun aan Oekraïne.,Geopolitiek & militair,De voortzetting van westerse militaire en financiële steun aan Oekraïne – waar het land sterk afhankelijk van blijft – staat onder druk.,10,Oorlog Oekraïne
clingendael,34,De bereidheid van Oekraïners om de oorlog voort te zetten is gedaald.,Sociaal & Maatschappelijk,het aantal Oekraïners dat bereid is om de oorlog voor onbepaalde tijd voort te zetten voor het eerst gedaald,49,Terugkeerintenties
clingendael,34,De Russische levensstandaard staat onder druk door oplopende inflatie.,Economisch,de Russische levensstandaard steeds meer onder druk komt te staan door de oplopende inflatie,14,Energiebesparing
clingendael,34,De Russische defensie-industrie kan niet voldoen aan de vraag naar wapens en munitie.,Geopolitiek & militair,de Russische defensie-industrie niet in staat om de hoeveelheden wapens en munitie te produceren die nodig zijn,10,Oorlog Oekraïne
clingendael,34,De zware verliezen aan wapentuig aan Russische zijde.,Geopolitiek & militair,"Rusland leidde in oktober ook de zwaarste verliezen aan wapentuig (695 stuks, inclusief 103 tanks).",10,Oorlog Oekraïne
clingendael,34,De afname van de rekruteringscijfers in Oekraïne.,Geopolitiek & militair,de rekruteringscijfers van nieuwe soldaten achter op schema.,49,Terugkeerintenties
clingendael,34,De instroom van ontheemden uit Oekraïne kan toenemen door grootschalige Russische luchtaanvallen.,Geopolitiek & militair,Dit aantal kan snel toenemen door twee eerder in dit rapport benoemde scenario’s: grootschalige Russische luchtaanvallen op de Oekraïense energie-infrastructuur in combinatie met een koude winter.,10,Oorlog Oekraïne
clingendael,34,De afname van maatschappelijk draagvlak voor Oekraïense vluchtelingen kan leiden tot sociale spanningen.,Sociaal & Maatschappelijk,de onvrede richt zich op het hoge aantal vluchtelingen en de kosten van hun opvang.,49,Terugkeerintenties
clingendael,34,De toegang tot gezondheidszorg voor Oekraïense nieuwkomers in Roemenië.,Gezondheid,de afgelopen maanden ongeveer de helft van de respondenten in Roemenië gebrek aan toegang tot gezondheidszorg en medicijnen als hoofdzorg aanmerkt.,49,Terugkeerintenties
clingendael,34,De taalbarrière belemmert de toegang tot sociale voorzieningen voor Oekraïense ontheemden.,Sociaal & Maatschappelijk,"de taalbarrière problemen op bij toegang tot sociale voorzieningen, zoals in Roemenië het geval is.",49,Terugkeerintenties
clingendael,34,De beperkte toegang tot werk voor Oekraïense vluchtelingen.,Sociaal & Maatschappelijk,Toegang tot werk speelt dan ook een belangrijke rol bij de terugkeerbeslissing,49,Terugkeerintenties
clingendael,34,De afname van terugkeerintenties onder Oekraïense vluchtelingen.,Sociaal & Maatschappelijk,de terugkeerintenties verder af,49,Terugkeerintenties
clingendael,34,De beschikbaarheid van opvangcapaciteit voor vluchtelingen is onvoldoende.,Sociaal & Maatschappelijk,Tegelijkertijd zien we dat de beschikbare opvangcapaciteit niet voldoende meegroeit.,39,Migratie
clingendael,34,Oekraïense ontheemden ervaren discriminatie op de werkvloer.,Sociaal & Maatschappelijk,En een deel heeft te maken met discriminatie op het werk.,49,Terugkeerintenties
clingendael,36,Voedselonzekerheid in Sudan heeft ongekende niveaus bereikt.,Sociaal & Maatschappelijk,food insecurity has reached unprecedented levels.,48,Voedseltekort
clingendael,36,De oorlog in Sudan veroorzaakt een nationale voedseltekort.,Sociaal & Maatschappelijk,The ongoing war in Sudan is causing a national food shortage on a scale that the country has not previously experienced.,48,Voedseltekort
clingendael,36,De beschikbaarheid en betaalbaarheid van voedsel is ernstig verminderd.,Economisch,"To contain mass starvation, all possible efforts to increase the availability and affordability of food should be scaled up.",48,Voedseltekort
clingendael,36,De oorlog heeft de toegang tot landbouwinput voor boeren bemoeilijkt.,Economisch,difficulties in accessing inputs constitutes a major obstacle for farmers.,48,Voedseltekort
clingendael,36,De prijzen van landbouwinputs stijgen door inflatie en tekorten.,Economisch,"Prices are skyrocketing due to inflation, supply shortages, and insecurity along trading routes.",14,Energiebesparing
clingendael,36,De verschuiving van voedselgewassen naar cash crops ondermijnt de voedselproductie.,Economisch,"Firstly, the overall accelerating shift from growing food crops to producing cash crops in order to have access to foreign currency needs to be countered by incentive schemes that enable and promote the production of essential cereal crops for household consumption.",48,Voedseltekort
clingendael,36,"De oorlog heeft geleid tot een tekort aan kwaliteitszaden, wat de lokale oogsten bedreigt.",Economisch,the timely delivery of quality seeds have the highest priority in safeguarding volumes and the quality of local yields,48,Voedseltekort
clingendael,36,De oorlog heeft de toegang tot markten en handelsroutes verstoord.,Economisch,the disruption of markets and trading routes as well as the lack of regulatory capacity all undermine the pre-war supply system for agricultural inputs,48,Voedseltekort
clingendael,36,De vernietiging van de financiële infrastructuur heeft de toegang tot financiële diensten voor boeren beperkt.,Economisch,The war’s demolition of the banking sector had a devastating impact on the already weak financial services,48,Voedseltekort
clingendael,36,De oorlog heeft geleid tot een afname van de kredietverlening aan boeren.,Economisch,the ABS provided 40% less credit to farmers for the 2023 summer season than it did in 2022,48,Voedseltekort
clingendael,36,De oorlog heeft geleid tot een toename van smokkelnetwerken.,Sociaal & Maatschappelijk,smuggling networks that have proven agile and resilient enough to navigate the many risks and keep supplying local markets across all states.,36,Conflict
clingendael,36,"De politieke economie die de oorlog aandrijft, verergert de voedselcrisis in Sudan.",Sociaal & Maatschappelijk,No technical solution can dismantle the prevailing political economy that drives the war and the deliberate targeting of people’s livelihoods.,48,Voedseltekort
clingendael,36,De aanhoudende oorlog in Sudan verstoort de voedselproductie en -zekerheid.,Sociaal & Maatschappelijk,"As Sudan’s war rages, its farmers help fill the hunger gap",48,Voedseltekort
clingendael,36,De afname van landbouwgebieden door oorlog.,Ecologisch,the overall cultivation areas have shrunk by 8 million acres,6,Biodiversiteitsverlies
clingendael,39,De EU kan niet als een samenhangende geopolitieke speler optreden door verschillende narratieven over de oorlog in Oekraïne.,Geopolitiek & militair,"As long as we have different narratives concerning the real meaning of Russia’s war in Ukraine, the European Union will not be able to act as a coherent and pro-active geopolitical player.",24,Defensie-uitgaven
clingendael,39,De internationale regels-gebaseerde orde is onder druk.,Geopolitiek & militair,the international rules-based order as perceived in the West is under threat with major uncertainties as a consequence.,10,Oorlog Oekraïne
clingendael,39,De effectiviteit van economische sancties tegen Rusland is onvoldoende.,Economisch,discussions about sanctions have shown that their effectiveness remains insufficient when no serious work is undertaken to close all the loopholes.,10,Oorlog Oekraïne
clingendael,39,De EU ervaart een afname van de urgentie en sympathie voor Oekraïne.,Geopolitiek & militair,"The feeling of urgency is waning and although a lot of sympathy for Ukraine remains, decisive actions are lacking.",49,Terugkeerintenties
clingendael,39,De opkomst van populistische partijen in de VS en Europa creëert onzekerheid.,Sociaal & Maatschappelijk,the outcome of elections and the rise of populist parties in the US and Europe contribute to further uncertainties.,45,Polarisatie
clingendael,39,De Russische agressie vormt een directe bedreiging voor de Europese veiligheid.,Geopolitiek & militair,"the war is about the protection of Russian identity and great power status, which necessitates re-establishing the “Russian World”",10,Oorlog Oekraïne
clingendael,39,De onzekerheid over de Amerikaanse betrokkenheid bij Europese veiligheid beïnvloedt de EU-strategie.,Geopolitiek & militair,US commitment to European security is in doubt,24,Defensie-uitgaven
clingendael,39,De noodzaak voor een gezamenlijke Europese identiteit en narratief is urgent.,Sociaal & Maatschappelijk,Only when we as Europeans are able to find a common language and overcome diverging perspectives,24,Defensie-uitgaven
clingendael,39,De EU heeft gefaald in het bereiken van andere staten in de Global South ter ondersteuning van Oekraïne.,Geopolitiek & militair,"The EU’s efforts to reach out to other states, especially in the Global South, to increase support for Ukraine’s efforts to end the war have failed.",40,Democratie
clingendael,40,De EU heeft politieke voorwaarden verbonden aan de financiering voor de Westelijke Balkan.,Geopolitiek & militair,the attached political conditions can be doubted.,40,Democratie
clingendael,40,De huidige Macedonische regering heeft niet actief de noodzakelijke constitutionele hervorming ondersteund.,Sociaal & Maatschappelijk,it has not actively supported the necessary constitutional reform,40,Democratie
clingendael,40,"De opkomst van Levica, een nationalistische en anti-EU partij, verstoort de politieke consensus.",Sociaal & Maatschappelijk,"the rise of Levica, a nationalist, anti-EU, and anti-NATO party",45,Polarisatie
clingendael,40,De afwezigheid van significante economische acties kan de economische groei van het land belemmeren.,Economisch,"On the economic front, no significant actions have been taken so far despite campaign promises.",18,Economische Daling
clingendael,40,De afhankelijkheid van Noord-Macedonië van externe samenwerking voor economische groei.,Economisch,"the Western Balkans to deepen sectoral cooperation with North Macedonia in areas such as connectivity, raw materials, or renewable energy.",12,Afhankelijkheid
clingendael,41,De politieke en culturele diversiteit van de EU neemt toe door de uitbreiding met kandidaat-lidstaten.,Geopolitiek & militair,the enlargement of the European Union (EU) with the Western Balkan and Eastern candidates will further increase the Union’s political and cultural diversity.,40,Democratie
clingendael,41,De liberal-democratische waarden van de EU staan onder druk in verschillende lidstaten.,Sociaal & Maatschappelijk,These values are already under pressure in several EU Member States.,40,Democratie
