Source,Filename,Oorzaak,Gevolg,Citaat
scp,77,Verlies van sociale cohesie door diversiteit.,De impact van digitalisering op sociale cohesie.,Robert Putnam (2007) weliswaar dat concentraties van etnische diversiteit vaak resulteren in een vermindering van sociale cohesie.
scp,77,De invloed van migratie op sociale cohesie.,Verlies van sociale cohesie door diversiteit.,een afgewogen oordeel over de impact van migratie alleen mogelijk is wanneer men ‘het gehele spectrum van het fenomeen migratie’ door de tijd in ogenschouw neemt.
scp,78,Laag vertrouwen van burgers in de politiek.,Verlies van sociale samenhang.,Het gevallen kabinet laat een samenleving achter waarin [...] het vertrouwen van burgers in de politiek laag is.
scp,78,Beperkingen in zorg en ondersteuning.,Onrealistische verwachtingen van zelfredzaamheid.,De samenleving beweegt richting een groter beroep op zelf- en samenredzaamheid.
scp,78,Verlies van sociale samenhang.,Structurele ongelijkheid tussen groepen mensen.,"Bij de kwaliteit van de samenleving gaat het om sociale samenhang, structurele ongelijkheid tussen groepen mensen."
scp,78,Mensen raken verstrikt in bureaucratie en ingewikkelde aanvraagprocedures.,Beperkingen in zorg en ondersteuning.,Beleid komt samen in het leven van mensen. Dit betekent dat keuzes op het ene beleidsterrein gevolgen hebben op andere beleidsterreinen.
scp,80,Onvoldoende verantwoordelijkheid van de overheid.,Verlies van vertrouwen in de overheid.,"Onvoldoende gehoord en gezien voelen, wat het geval kan zijn als burgers zichzelf of hun perspectief niet herkennen in beleid, worden namelijk veelvuldig genoemd als redenen voor het verlies van vertrouwen in de overheid."
scp,80,Afname van de democratische legitimiteit door gebrek aan representatie van burgers.,Verlies van vertrouwen in de overheid.,"Als zulke verschillen tussen de opvattingen van de overheid en die van burgers groot worden, kan dat negatieve gevolgen hebben voor zowel het vertrouwen in de overheid als de legitimiteit van het overheidsbeleid."
scp,80,Verlies van vertrouwen in de overheid.,Afname van de democratische legitimiteit door gebrek aan representatie van burgers.,"Op termijn kan dit vervolgens afbreuk doen aan de effectiviteit van beleid, omdat burgers niet mee willen werken aan beleid dat niet als legitiem wordt ervaren."
scp,80,Overvraging van burgers door meerdere verantwoordelijkheden.,Verlies van vertrouwen in de overheid.,"Wanneer er namelijk grote verschillen zijn tussen beleid- en burgervisies, kan dat negatieve gevolgen hebben voor de legitimiteit en effectiviteit van het overheidsbeleid."
scp,80,Onvoldoende ondersteuning voor burgers.,Burgers kunnen niet in dezelfde mate bijdragen aan maatschappelijke uitdagingen.,"Omdat niet iedereen voldoende hulpbronnen (zoals inkomen, een sterk netwerk of een goede gezondheid) heeft, is bijvoorbeeld zelfredzaamheid niet voor iedereen vanzelfsprekend."
scp,80,De overheid moet meer verantwoordelijkheden op zich nemen.,Verlies van vertrouwen in de overheid.,Burgers zien verschillende manieren waarop de overheid die verantwoordelijkheid in kan vullen.
scp,82,De onterecht benadeling van klokkenluiders door werkgevers.,De spionage van staatsgeheime informatie door een buitenlandse mogendheid.,"Later bleek dat zijn vermoedens terecht waren en een buitenlandse mogendheid technologie verkreeg, waarmee een atoomprogramma werd opgezet."
scp,82,De onterecht benadeling van klokkenluiders door werkgevers.,De psychologische druk en isolatie die klokkenluiders ervaren.,In die veertig jaar werd het leven van Veerman en zijn gezin zuur gemaakt.
scp,82,De onterecht benadeling van klokkenluiders door werkgevers.,Negatieve gevolgen van onethisch gedrag binnen organisaties.,Regelmatig heeft de klok luiden negatieve consequenties voor de eigen positie en wordt de klokkenluider op een zijspoor geplaatst.
scp,82,De psychologische druk en isolatie die klokkenluiders ervaren.,Het gebrek aan vertrouwen om in actie te komen.,Dat werpt de vraag op naar de psychologie van de klokkenluider.
scp,83,Scepsis en wantrouwen richting de overheid.,Institutionele uitsluiting en marginalisatie van sceptische burgers.,Scepsis over corona begon vaak bij twijfel over de noodzaak van de verstrekkende maatregelen en de indruk van een eensgezindheid in de pers en politiek. Dit leidde ertoe dat sceptische mensen op zoek gingen naar alternatieve geluiden.
scp,83,Institutionele uitsluiting en marginalisatie van sceptische burgers.,Scepsis en wantrouwen richting de overheid.,Hierdoor stapelden hun gevoelens van uitsluiting zich op en werd hun wantrouwen verder gevoed.
scp,83,Scepsis en wantrouwen richting de overheid.,Zorgen over een repressieve maatschappij en controle door de overheid.,"Hun berichten op sociale media werden verwijderd, ze kwamen in confrontatie met de politie bij demonstraties en ze voelden zich niet serieus genomen in de media en in overheidscommunicatie."
scp,83,Desinformatie en onbetrouwbaarheid van informatie.,Scepsis over de effectiviteit van coronamaatregelen en vaccins.,Bij een deel van de Nederlandse bevolking ontstond scepsis over de informatie die de overheid verstrekte.
scp,83,Problemen met overheidscommunicatie en transparantie.,Scepsis en wantrouwen richting de overheid.,Na de coronacrisis bestreed de overheid het virus met maatregelen die het leven van mensen beperkten. Hierbij had de overheid het vertrouwen van burgers nodig.
clingendael,2,Moldova ervaart ernstige economische moeilijkheden door het stoppen van de Russische gasleveringen.,De bevolking van Transnistria heeft geen verwarming en ervaart stroomuitval tijdens de koudste maanden.,"De ceasing of the gas transit has brought Chisinau severe economic difficulties, having to shift to more expensive energy providers. But for Transnistria it has meant a crisis of downright existential proportions."
clingendael,2,De bevolking van Transnistria heeft geen verwarming en ervaart stroomuitval tijdens de koudste maanden.,Transnistria's afhankelijkheid van Chisinau en de EU neemt toe door de energiecrisis.,"With the cutting of this exceedingly important Russian lifeline and the uncertainty it brings to Transnistria, the region’s potential dependency on Chisinau (and by extension, the EU) is increasing."
clingendael,2,De afname van Russische subsidies aan Transnistrië.,De politieke invloed van Rusland in Transnistria neemt af door de verstoring van gasleveringen.,"With this lifeline severed, Russia’s grip on the region is bound to loosen, if not immediately then in the longer term."
clingendael,4,De risico's van sabotage op de geplande Black Sea Submarine Cable.,De mogelijkheid dat Rusland en Iran de kabel tussen Kazachstan en Azerbeidzjan kunnen beschadigen.,"Yet, ongoing attacks between Russia and Ukraine pose sabotage risks to the proposed cable which would be positioned south of Crimea."
clingendael,4,Geopolitieke obstakels belemmeren de voortgang van energieprojecten.,De druk van Rusland om samenwerking met de EU te beperken.,"However, little progress has been made due to geopolitical obstacles."
clingendael,4,De druk van Rusland om samenwerking met de EU te beperken.,De toenemende samenwerking tussen de EU en Kaspische landen kan de politieke en veiligheidscoöperatie van Rusland verzwakken.,"Russia’s systemic presence in the Caspian Sea region comes from Soviet historic connections as well as control over security, economic dependencies and regional institutions."
clingendael,4,De mogelijkheid dat Rusland en Iran de kabel tussen Kazachstan en Azerbeidzjan kunnen beschadigen.,De blokkade van pijpleidingen door Rusland en Iran.,"For the Caspian Sea, cable safety could also be an issue, as Russia and Iran could easily cut or damage the proposed cable between Kazakhstan and Azerbaijan."
clingendael,4,De blokkade van pijpleidingen door Rusland en Iran.,De moeilijkheid om hernieuwbare energie te exporteren door geopolitieke omstandigheden.,"While there are political difficulties, investors also remain concerned about the high financial cost of the infrastructure and its long term feasibility."
clingendael,5,Militaire mobilisatie en escalatie van spanningen tussen Eritrea en Ethiopië.,Verslechterende relaties en de mogelijkheid van een grootschalige oorlog tussen Eritrea en Ethiopië.,Eritrea’s mobilization is particularly worrying because it takes place amidst rapidly increasing tensions with Ethiopia.
clingendael,5,Verslechterende relaties en de mogelijkheid van een grootschalige oorlog tussen Eritrea en Ethiopië.,Gevolgen van een conflict voor de regio en daarbuiten.,An all-out conflict between Eritrea and Ethiopia would have terrible consequences in the region and beyond.
clingendael,5,Gevolgen van een conflict voor de regio en daarbuiten.,Diepgaande militarisering en politieke repressie in Eritrea.,"a war between the two sides risks deepening Eritrea’s decades-long cycle of militarization, political repression, and underdevelopment."
clingendael,5,Diepgaande militarisering en politieke repressie in Eritrea.,Verhoogde binnenlandse instabiliteit in Ethiopië door het conflict.,"a war between the two sides risks deepening Eritrea’s decades-long cycle of militarization, political repression, and underdevelopment, while further exacerbating Ethiopia’s domestic instability."
clingendael,5,Verslechterende relaties en de mogelijkheid van een grootschalige oorlog tussen Eritrea en Ethiopië.,De economische gevolgen van het conflict voor beide landen.,the conflict deprived both countries of economic benefits that could have been realized from cooperation.
clingendael,6,Onvoldoende normalisatie tussen Servië en Kosovo.,Instabiliteit door geopolitieke conflicten en militaire spanningen.,Physical and territorial security and stability in the Western Balkans have in the past few years been impeded by the lack of normalisation between Serbia and Kosovo.
clingendael,6,Gebrek aan verzoening in Bosnië en Herzegovina.,Instabiliteit door geopolitieke conflicten en militaire spanningen.,Physical and territorial security and stability in the Western Balkans have in the past few years been impeded by a lack of reconciliation in Bosnia and Herzegovina.
clingendael,8,Onzekerheid over een akkoord tussen Rusland en Oekraïne.,Risico van gevechtscontact en militaire verliezen door inzet in Oekraïne.,Dit risico stijgt aanzienlijk als Rusland niet akkoord gaat met de stationering van Europese troepen voor een vredesoperatie.
clingendael,8,Onzekerheid over een akkoord tussen Rusland en Oekraïne.,Risico van escalatie tot een interstatelijke oorlog.,"Er is echter géén vorm van inzet in Oekraïne mogelijk om Rusland effectief af te schrikken zonder risico van gevechtscontact, militaire verliezen en mogelijk zelfs een directe interstatelijke oorlog."
clingendael,8,Afzien van militaire bijdrage door NAVO- en EU-lidstaten.,Verlies van grondgebied door Oekraïne.,"Een slechte deal voor Oekraïne, waarbij het land door stopgezette Amerikaanse steun steeds meer terrein verliest."
clingendael,8,Onvoldoende politieke steun voor militaire missies.,Risico dat de discussie over militaire inzet het bredere debat over steun aan Oekraïne vernauwt.,De discussie over ‘boots on the ground’ riskeert het bredere debat over economische en militaire steun aan Oekraïne te vernauwen.
clingendael,8,Onzekerheid over een akkoord tussen Rusland en Oekraïne.,De kans op Russische agressie kan toenemen als Oekraïne niet goed wordt ondersteund.,Zelfs als er wèl een deal kan worden gesloten zijn er grofweg drie mogelijkheden.
clingendael,14,De controle en exploitatie van Oekraïense mineralen door buitenlandse entiteiten kan leiden tot sociale en politieke conflicten.,De afhankelijkheid van Oekraïne van buitenlandse investeringen voor zijn mineralen kan leiden tot economische instabiliteit.,"Natural resources can turn into a ‘curse’. If controlled and exploited by rich elites or foreign entities, socio-political conflicts may emerge, further adding to the instability the country is already facing due to the war."
clingendael,14,De controle en exploitatie van Oekraïense mineralen door buitenlandse entiteiten kan leiden tot sociale en politieke conflicten.,"Oekraïne kan de 'resource curse' ervaren, wat de economische stabiliteit bedreigt.","The paradox in which resource-rich countries struggle with economic instability, corruption and foreign exploitation."
clingendael,14,De afhankelijkheid van Oekraïne van buitenlandse investeringen voor zijn mineralen kan leiden tot economische instabiliteit.,"Oekraïne kan de 'resource curse' ervaren, wat de economische stabiliteit bedreigt.","If it prioritizes CRM exports to secure support, Ukraine risks becoming long-term dependent on external powers rather than rebuilding a self-sustaining, stable economy."
clingendael,22,De voortzetting van de oorlog door Rusland tegen Oekraïne.,De demografische ontwikkelingen in Rusland zijn ongunstig voor het regeneratievermogen van de krijgsmacht.,De bevolkingsgroei was al gestagneerd en wordt door de oorlog verder aangetast.
clingendael,22,De demografische ontwikkelingen in Rusland zijn ongunstig voor het regeneratievermogen van de krijgsmacht.,De Russische militaire industrie kampt met een tekort aan mankracht.,Daarnaast zijn de grootschalige verliezen in de oorlog in Oekraïne negatief voor het regeneratievermogen.
clingendael,28,Afhankelijkheid van Chinese olie-investeringen in Irak.,De sociale stabiliteit van Irak die afhankelijk is van olie-inkomsten.,"Iraq’s political elites will increasingly need Chinese investment to maintain current production levels, which produce the revenue streams on which Iraq’s political settlement and social stability depend."
clingendael,28,Verlies van invloed van de VS in Irak door Chinese economische aanwezigheid.,Versterking van China's geopolitieke invloed in het Midden-Oosten.,"A secondary objective is to strengthen Beijing’s geopolitical influence in the region, preferably by weakening that of the US."
clingendael,28,Afhankelijkheid van Chinese olie-investeringen in Irak.,De politieke instabiliteit in Irak.,"Iraq’s political elites will increasingly need Chinese investment to maintain current production levels, which produce the revenue streams on which Iraq’s political settlement and social stability depend."
clingendael,31,De democratie en rechtsstaat in kandidaat-lidstaten kunnen onder druk komen te staan door versnelde EU-uitbreiding.,Erosie van de kernwaarden van de EU.,"Een (versnelde) toetreding van landen waar de EU-kernwaarden onvoldoende institutioneel en maatschappelijk zijn geborgd, brengt risico’s met zich mee – zowel voor de EU als voor Nederland."
clingendael,31,De democratie en rechtsstaat in kandidaat-lidstaten kunnen onder druk komen te staan door versnelde EU-uitbreiding.,Schendingen van de democratie en rechtsstaat in de EU.,"Een (versnelde) toetreding van landen waar de EU-kernwaarden onvoldoende institutioneel en maatschappelijk zijn geborgd, brengt risico’s met zich mee – zowel voor de EU als voor Nederland."
clingendael,31,De invloed van autocratische landen zoals Rusland en China kan toenemen in de regio.,De kwaliteit van de democratie in de EU kan afnemen door de toetreding van landen die nog niet klaar zijn.,Het is voor de EU immers van belang dat autocratieën als Rusland en China niet (nog) meer grip krijgen op de EU-buurlanden en zo in de regio zorgen voor politieke instabiliteit.
clingendael,31,De kwaliteit van de democratie in de EU kan afnemen door de toetreding van landen die nog niet klaar zijn.,Erosie van de kernwaarden van de EU.,"Wat betekent dit voor de institutionele borging van de liberaal-democratische kernwaarden van de EU, die zijn verankerd in Artikel 2 van het Verdrag betreffende de Europese Unie (VEU)."
clingendael,43,De geopolitieke dynamiek in de Arctische regio verandert door de oorlog in Oekraïne.,De samenwerking binnen de Arctic Council is onderbroken.,Russia’s war against Ukraine has accelerated geopolitical shifts with direct effects on the governance of the Arctic region and its security.
clingendael,43,De geopolitieke dynamiek in de Arctische regio verandert door de oorlog in Oekraïne.,De toegang tot energiebronnen in de Arctische regio is verstoord door sancties.,"Russia’s war against Ukraine has significantly impacted the Arctic economy, particularly through Western sanctions on Russian energy exports and investments."
clingendael,43,De samenwerking binnen de Arctic Council is onderbroken.,De toegang tot kritieke hulpbronnen zoals zeldzame aardmetalen is gecompliceerd.,"These sanctions have forced a shift in how Arctic states manage resource access, energy exploration, and shipping."
clingendael,43,De afhankelijkheid van Rusland door westerse sancties neemt toe.,De samenwerking tussen China en Rusland in de Arctische regio groeit.,"Western sanctions against Russia have increased Russia’s reliance on China for trade and investment, limiting its capacity to operate independently in the Arctic."
clingendael,43,De afhankelijkheid van Rusland door westerse sancties neemt toe.,De strategische positie van NATO in de Arctische regio is versterkt door de toetreding van Finland en Zweden.,"Additionally, Finland’s extensive land border with Russia expands NATO’s northern perimeter, increasing deterrence and surveillance capabilities."
clingendael,43,De militarisering van de Arctische regio neemt toe.,De strategische positie van NATO in de Arctische regio is versterkt door de toetreding van Finland en Zweden.,Finland and Sweden’s recent accession to NATO enhances the Alliance’s strategic position in the Arctic by strengthening its northern security capabilities and geographic reach.
clingendael,50,Afhankelijkheid van fossiele brandstofleveringsketens die gecontroleerd worden door conflictactoren.,Risico's voor de veiligheid van UN-vredesmissies door problemen met diesel- en brandstoflevering.,"Moreover, in settings where fossil fuel supply chains are controlled by conflict actors or local militias, access to energy can be vulnerable to manipulation, extortion or sabotage."
clingendael,57,Hyper-partijpolitieke concurrentie.,Politieke spanningen in Ghana leiden tot geweld.,"Pent-up political tensions over multiple administrations are developing in the country’s highly competitive political system that permeates many aspects of society, produce political violence and lead to clear losers."
clingendael,57,De toename van gewelddadig extremisme in Ghana.,De aanwezigheid van gewelddadige extremisten die de grenzen van Ghana overschrijden.,violence in the Sahel cast its shadow over Ghana as violent extremists lead one of the most successful but deadly insurgent movements that West Africa has ever seen. These groups increasingly straddle Ghana‘s borders.
clingendael,64,De aanhoudende oorlog in Oekraïne.,De druk op de Oekraïense infrastructuur.,De aanhoudende oorlog in Oekraïne leidt tot druk op de Oekraïense infrastructuur.
clingendael,64,De druk op de Oekraïense infrastructuur.,De afname van terugkeer-intenties van Oekraïners.,De druk op de Oekraïense infrastructuur resulteert in een afname van de terugkeer-intenties van Oekraïners.
clingendael,64,De opvang van Oekraïners in de EU wordt versoberd.,De afname van steun voor de opvang van Oekraïners in Nederland.,"De opvang van Oekraïners in de EU wordt versoberd, wat leidt tot de afname van steun voor de opvang van Oekraïners in Nederland."
clingendael,64,De sociale en economische integratie van Oekraïense ontheemden in de EU beïnvloedt hun terugkeermogelijkheden.,De afname van terugkeer-intenties van Oekraïners.,De sociale en economische integratie van Oekraïense ontheemden in de EU leidt tot een afname van terugkeer-intenties van Oekraïners.
clingendael,66,Beperkingen op vrije meningsuiting in Sudan.,Desinformatiecampagnes door buitenlandse entiteiten op sociale media.,"Sudanese authorities have attempted to restrict online discussions, viewing internet communication as a potential threat to public order."
clingendael,66,Internetonderbrekingen en beperkte toegang tot internet in Sudan.,Polarisatie onder de bevolking door online discussies.,"Consequently, segments of public opinion may polarize and radicalize along these ideological lines, prompting governments to intervene out of concern for potential spillover effects."
clingendael,66,Polarisatie onder de bevolking door online discussies.,De Sudanese burgermaatschappij is verdeeld en gepolariseerd.,"The study underscores the need for an alternative narrative on social media to strengthen the chances of a peaceful resolution of the conflict, focusing on empowering the active role of Sudanese civil society in shaping the narrative."
clingendael,66,De rol van bots in online discussies die polarisatie bevorderen.,Polarisatie onder de bevolking door online discussies.,"Bots account for 10.9 per cent of the total tweets, aligning with political agendas of Gulf countries, but their influence does not significantly alter the overall discourse trends."
clingendael,66,De invloed van externe agenda's op online polarisatie.,De Sudanese burgermaatschappij is verdeeld en gepolariseerd.,"This divide extends beyond Sudan and is evident in the broader Arabic-speaking online information environment, where social media significantly impacts both internal and external polarization."
clingendael,73,De oorlog in Sudan tussen de SAF en de RSF.,Acute voedselonzekerheid en hongersnood in Sudan.,"De ongoing war adds further restrictions to their participation; yet despite these restrictions, women’s innovative and resilient roles in supporting household livelihoods are more important than ever."
clingendael,73,De oorlog in Sudan tussen de SAF en de RSF.,Internationale ontheemding van meer dan 10 miljoen mensen in Sudan.,over 10 million people have been internally displaced.
clingendael,73,De oorlog in Sudan tussen de SAF en de RSF.,Gender-based violence (GBV) tegen vrouwen in oorlogstijd.,especially regarding the systemic GBV committed by the RSF.
clingendael,73,Vrouwen ondervinden structurele barrières voor economische kansen.,De impact van oorlog op vrouwen in het bedrijfsleven.,women face numerous structural barriers to economic opportunities.
clingendael,76,De cohesie van de NAVO wordt bedreigd door de mogelijke terugkeer van Donald Trump als president.,De Amerikaanse militaire steun voor Oekraïne kan volledig stoppen.,"Consequently, if re-elected, he could initiate a US troop withdrawal from Europe."
clingendael,76,De cohesie van de NAVO wordt bedreigd door de mogelijke terugkeer van Donald Trump als president.,De Europese bondgenoten zijn onvoorbereid voor een verhoogde afhankelijkheid van hun defensie-inspanningen.,despite these being vastly unprepared for this increased dependency.
clingendael,76,De cohesie van de NAVO wordt bedreigd door de mogelijke terugkeer van Donald Trump als president.,De mogelijkheid van een Amerikaanse troepenonttrekking uit Europa.,"If Donald Trump were to be re-elected, European NATO Allies would need to prepare for the possibility of a US troop withdrawal from Europe."
clingendael,76,De Amerikaanse focus op de Indo-Pacific kan de rol van Europa in de NAVO ondermijnen.,De Amerikaanse militaire steun voor Oekraïne kan volledig stoppen.,American military support for Ukraine could stop completely.
clingendael,76,De politieke steun voor defensie-inspanningen in Europa kan afnemen door binnenlandse politieke ontwikkelingen.,De cohesie van de NAVO wordt bedreigd door de mogelijke terugkeer van Donald Trump als president.,The November US presidential elections will play a key role in determining the future of the Alliance.
clingendael,83,De impact van klimaatverandering op militaire activiteiten.,De toename van maatschappelijke spanningen door klimaatverandering.,"climate change increases societal tensions, conflict risk and migration flows."
clingendael,83,De impact van klimaatverandering op militaire activiteiten.,De noodzaak voor militaire bijstand door extreme weersomstandigheden.,Extreme weather events lead to more calls for military assistance at home and abroad.
clingendael,83,De impact van klimaatverandering op militaire activiteiten.,De kwetsbaarheid van militaire installaties door klimaatverandering.,more vulnerable installations and bases.
clingendael,83,Afhankelijkheid van fossiele brandstoffen voor militaire operaties.,Afhankelijkheid van petro-staten voor militaire brandstof.,"Military dependency on fossil fuels is another vulnerability related to both securing supply lines in the field and them being oftentimes purchased from questionable, sometimes even hostile regimes."
clingendael,83,De impact van klimaatverandering op militaire activiteiten.,Militaire actie wordt niet in twijfel getrokken op basis van emissiereductiedoelen.,"militaries have also justified the exemption on the basis of the importance of their role as security providers, which supersedes all other objectives."
clingendael,89,De dreiging van een hoge intensiteit regionale oorlog tussen Israël en Iran.,De dreiging van escalatie door onbedoelde incidenten.,"Israeli restraint in its counterstrike, war might have erupted through a series of ratchet-style escalatory moves akin to those in August 1914 that led to World War I."
clingendael,89,De betrokkenheid van de 'as van verzet' bij de Palestijnse kwestie verhoogt de regionale spanningen.,De dreiging van een aanhoudend conflict tussen Israël en Hezbollah.,"the events of 7 October also engaged the Iran-linked ‘axis of resistance’ due to the scale, duration and ferocity of Israel’s military response against Hamas and Gaza."
clingendael,89,De militaire steun van Iran aan Hamas en andere groepen in de regio versterkt hun capaciteiten.,De dreiging van een hoge intensiteit regionale oorlog tussen Israël en Iran.,"it demonstrated how Iranian military advice and support for Hamas and Palestinian Islamic Jihad, in large"
clingendael,99,Verslechtering van het dreigingsbeeld voor nationale veiligheid.,De cumulatieve druk van dreigingen op de nationale veiligheid.,De verslechtering van het dreigingsbeeld en de genoemde transities zorgen voor een cumulatieve druk op de nationale veiligheid.
clingendael,99,Klimaatverandering en de gevolgen daarvan.,Toename van (gewelddadig) conflict en conflictpotentieel.,"Tegelijkertijd krijgen ook onderwerpen als klimaatverandering, strategische afhankelijkheden en maatschappelijke spanningen een steeds grotere geopolitieke component."
clingendael,99,Structurele economische uitdagingen zoals krapte op de arbeidsmarkt.,Maatschappelijke polarisatie door prioritering van vraagstukken.,"Onderdeel van een wereld in transitie is dat de verschillende hierboven genoemde domeinen niet alleen los van elkaar in verandering zijn, maar dat deze tevens op elkaar inwerken en zorgen voor een cumulatief effect. Tegelijkertijd vormt het al dan niet prioriteren van de vraagstukken die voortkomen uit deze transities een bron voor maatschappelijk polarisatie."
clingendael,104,De aanwezigheid van Russische militaire adviseurs en instructeurs in Niger en Mali.,De implicatie van Russische troepen in de dood van burgers en civiele slachtoffers in Mali.,Russian-linked troops under first the Wagner Group...have been implicated in the deaths of civilians in Central and northern Mali as part of wide-ranging combat operations in support of Malian forces and militias.
clingendael,104,De Russische expansie en betrokkenheid in de Sahel.,De geopolitieke rivaliteit en afhankelijkheid van externe militaire partners in de Sahel.,"These countries and others have upended what many in Europe and the United States thought was a well-established geopolitical order and embraced a posture of aggressive sovereignty in conjunction with new and older security, economic, and political partners."
clingendael,104,De aanwezigheid van Chinese steun en invloed in de Sahel.,De geopolitieke rivaliteit en afhankelijkheid van externe militaire partners in de Sahel.,"China’s support for Sahelian governments...is a major weapons supplier to Sahelian countries, delivering important shipments of small and heavy weapons as well as armored vehicles."
clingendael,104,De implicatie van Russische troepen in de dood van burgers en civiele slachtoffers in Mali.,De verslechterende politieke en veiligheidsituatie in de Sahel.,They have been implicated in the deaths of civilians in Central and northern Mali as part of wide-ranging combat operations in support of Malian forces and militias.
clingendael,107,De afhankelijkheid van Rusland van China neemt toe.,De rol van China als belangrijkste exportmarkt voor Russische grondstoffen.,"At the core of Russia’s growing dependence on the People’s Republic of China (PRC) is the deepening of economic ties, against the background of the asymmetry between both countries in terms of the size of their respective populations and economies."
clingendael,107,De toename van Russische olie-export naar China.,De afhankelijkheid van Rusland van Chinese technologie is problematisch door de tekortkomingen in import en innovatie.,"In return, Russia imports key technologies from China, such as machinery, vehicles, machine tools and electronics, as well as capital."
clingendael,107,De afhankelijkheid van Rusland van China neemt toe.,De stabiliteit van het regime van Poetin in Rusland.,"These imports are crucial to the Russian economy, which is hampered by weak advanced manufacturing capabilities and shallow capital markets."
clingendael,107,De afhankelijkheid van Rusland van Chinese technologie is problematisch door de tekortkomingen in import en innovatie.,De zorgen over de groeiende invloed van China in Rusland.,"In these and other sectors, Chinese enterprises and banks are filling the gaps left."
clingendael,117,De stijgende defensie-uitgaven conflicteren met klimaatdoelen.,Emissies van de defensiesector zijn niet gebonden aan internationale afspraken.,"Such spending may conflict with the Union’s climate ambitions, as formulated in the 2019 Green New Deal and the 2021 European Climate Law, which legally enshrines climate neutrality by 2050."
clingendael,117,Militaire infrastructuur wordt bedreigd door klimaatverandering.,De stijgende defensie-uitgaven conflicteren met klimaatdoelen.,climate change itself poses additional security risks for the EU and its member states
clingendael,124,Hoge excessieve mortaliteit door voedseltekort.,Verhoogde mortaliteit door langdurige honger.,Een scenario in which de hungriest people are given small amounts of extra food by others leads to an estimated excess mortality of about 2.5 million people.
clingendael,124,Verhoogde kwetsbaarheid voor ziekten door energie-inname tekort.,Hoge excessieve mortaliteit door voedseltekort.,A structural energy intake deficit increases a person’s vulnerability to disease and disease-related mortality.
clingendael,125,De Russische invasie van Oekraïne heeft de Europese veiligheidsomgeving fundamenteel veranderd.,De dreiging van Rusland voor de Europese veiligheid is toegenomen.,"De oorlog in Oekraïne heeft fundamentally altered the international security landscape. In response to the full-scale Russian invasion, the EU has provided major assistance to Ukraine’s war effort through arms supplies, partly paid for by the European Peace Facility (EPF)."
clingendael,125,De dreiging van Rusland voor de Europese veiligheid is toegenomen.,De EU moet haar defensie-inspanningen versterken om strategische autonomie te waarborgen.,The threat that Russia poses to European security has also increased the relevance of EU missions elsewhere on the European continent.
clingendael,125,De groeiende invloed van China op het Afrikaanse continent.,De invloed van de Russische Wagner Groep in de Sahel regio.,"The increasing influence of the Russian Wagner Group – whose presence has been noted in the Central African Republic, Libya, Sudan and, as aforementioned, Mali – has contributed to the political instability in the region."
open_overheid,4,Schade aan Nederlandse publieke belangen.,Ongewenste buitenlandse inmenging.,"Proactief optreden wanneer Nederlandse publieke belangen worden geschaad, leidt tot ongewenste buitenlandse inmenging."
open_overheid,4,Aanwezigheid van apparatuur of programmatuur van organisaties met een tegen Nederland gerichte offensieve cyberagenda.,Spionageactiviteiten.,De aanwezigheid van apparatuur of programmatuur van organisaties met een tegen Nederland gerichte offensieve cyberagenda resulteert in spionageactiviteiten.
open_overheid,6,De opleving van rechtsextremisme wereldwijd.,De radicalisering van eenlingen onder de radar.,"De zorgen die zijn weergegeven in het jaarverslag van de AIVD en het DTN zijn herkenbaar en worden onderschreven door de toename van rechts-extremistisch geweld in landen als Duitsland, Groot-Brittannië en de VS."
open_overheid,6,De radicalisering van eenlingen onder de radar.,De groei van online activiteiten van rechts-extremistische fora.,De NCTV en de AIVD waarschuwen voor het accelerationistische discours online dat eenlingen in Nederland kan radicaliseren en activeren.
open_overheid,6,De groei van online activiteiten van rechts-extremistische fora.,De verspreiding van haatzaaiend gedachtegoed in Nederland.,"Wereldwijd is er sprake van een gestage groei van online activiteiten op fora en kanalen die anti-LHBTQ, anti-vrouw, anti-semitisch en anti-overheid zijn."
open_overheid,9,Bedreiging en intimidatie van ambtenaren en deurwaarders door soevereinen.,Moeilijkheden in de samenwerking tussen lokale en nationale overheid.,Het is diepingrijpend voor alle personen en hun gezinnen die dit meemaken. Ook kan het de taakuitvoering van overheidsinstanties en lokale professionals hinderen.
open_overheid,9,Doxing van beroepsbeoefenaars door soevereinen.,Bedreiging en intimidatie van ambtenaren en deurwaarders door soevereinen.,"Bekend is dat in de praktijk, naast eventuele andere strafbare feiten zoals bedreiging, er sprake is van doxing van beroepsbeoefenaars door soevereinen."
open_overheid,9,Verlies van legitimiteit van de overheid door soevereinen.,Verzet van soevereinen tegen het huidige systeem.,In het uiterste geval willen sommige soevereinen zich met geweld verzetten tegen het huidige systeem of geloven ze dat de kwaadaardige elite een gewelddadige strijd zal initiëren waarop zij zich moeten voorbereiden.
open_overheid,9,Bedreiging en intimidatie van ambtenaren en deurwaarders door soevereinen.,Radicalisering en extremisme binnen de samenleving.,"Dit geldt ook voor ambtenaren en gerechtsdeurwaarders. In het afgelopen halfjaar was er dan ook een toename te zien in het aantal voorvallen waarbij soevereinen zich schuldig maakten aan bedreiging, intimidatie en relatief lichte geweldsincidenten."
