Source,Filename,Oorzaak,Gevolg,Citaat
scp,77,Verlies van sociale cohesie door diversiteit.,De impact van digitalisering op sociale cohesie.,Robert Putnam (2007) weliswaar dat concentraties van etnische diversiteit vaak resulteren in een vermindering van sociale cohesie.
scp,77,De invloed van migratie op sociale cohesie.,Verlies van sociale cohesie door diversiteit.,een afgewogen oordeel over de impact van migratie alleen mogelijk is wanneer men ‘het gehele spectrum van het fenomeen migratie’ door de tijd in ogenschouw neemt.
scp,78,Laag vertrouwen van burgers in de politiek.,Verlies van sociale samenhang.,Het gevallen kabinet laat een samenleving achter waarin [...] het vertrouwen van burgers in de politiek laag is.
scp,78,Beperkingen in zorg en ondersteuning.,Onrealistische verwachtingen van zelfredzaamheid.,De samenleving beweegt richting een groter beroep op zelf- en samenredzaamheid.
scp,78,Verlies van sociale samenhang.,Structurele ongelijkheid tussen groepen mensen.,"Bij de kwaliteit van de samenleving gaat het om sociale samenhang, structurele ongelijkheid tussen groepen mensen."
scp,78,Mensen raken verstrikt in bureaucratie en ingewikkelde aanvraagprocedures.,Beperkingen in zorg en ondersteuning.,Beleid komt samen in het leven van mensen. Dit betekent dat keuzes op het ene beleidsterrein gevolgen hebben op andere beleidsterreinen.
scp,80,Onvoldoende verantwoordelijkheid van de overheid.,Verlies van vertrouwen in de overheid.,"Onvoldoende gehoord en gezien voelen, wat het geval kan zijn als burgers zichzelf of hun perspectief niet herkennen in beleid, worden namelijk veelvuldig genoemd als redenen voor het verlies van vertrouwen in de overheid."
scp,80,Afname van de democratische legitimiteit door gebrek aan representatie van burgers.,Verlies van vertrouwen in de overheid.,"Als zulke verschillen tussen de opvattingen van de overheid en die van burgers groot worden, kan dat negatieve gevolgen hebben voor zowel het vertrouwen in de overheid als de legitimiteit van het overheidsbeleid."
scp,80,Verlies van vertrouwen in de overheid.,Afname van de democratische legitimiteit door gebrek aan representatie van burgers.,"Op termijn kan dit vervolgens afbreuk doen aan de effectiviteit van beleid, omdat burgers niet mee willen werken aan beleid dat niet als legitiem wordt ervaren."
scp,80,Overvraging van burgers door meerdere verantwoordelijkheden.,Verlies van vertrouwen in de overheid.,"Wanneer er namelijk grote verschillen zijn tussen beleid- en burgervisies, kan dat negatieve gevolgen hebben voor de legitimiteit en effectiviteit van het overheidsbeleid."
scp,80,Onvoldoende ondersteuning voor burgers.,Burgers kunnen niet in dezelfde mate bijdragen aan maatschappelijke uitdagingen.,"Omdat niet iedereen voldoende hulpbronnen (zoals inkomen, een sterk netwerk of een goede gezondheid) heeft, is bijvoorbeeld zelfredzaamheid niet voor iedereen vanzelfsprekend."
scp,80,De overheid moet meer verantwoordelijkheden op zich nemen.,Verlies van vertrouwen in de overheid.,Burgers zien verschillende manieren waarop de overheid die verantwoordelijkheid in kan vullen.
scp,82,De onterecht benadeling van klokkenluiders door werkgevers.,De spionage van staatsgeheime informatie door een buitenlandse mogendheid.,"Later bleek dat zijn vermoedens terecht waren en een buitenlandse mogendheid technologie verkreeg, waarmee een atoomprogramma werd opgezet."
scp,82,De onterecht benadeling van klokkenluiders door werkgevers.,De psychologische druk en isolatie die klokkenluiders ervaren.,In die veertig jaar werd het leven van Veerman en zijn gezin zuur gemaakt.
scp,82,De onterecht benadeling van klokkenluiders door werkgevers.,Negatieve gevolgen van onethisch gedrag binnen organisaties.,Regelmatig heeft de klok luiden negatieve consequenties voor de eigen positie en wordt de klokkenluider op een zijspoor geplaatst.
scp,82,De psychologische druk en isolatie die klokkenluiders ervaren.,Het gebrek aan vertrouwen om in actie te komen.,Dat werpt de vraag op naar de psychologie van de klokkenluider.
scp,83,Scepsis en wantrouwen richting de overheid.,Institutionele uitsluiting en marginalisatie van sceptische burgers.,Scepsis over corona begon vaak bij twijfel over de noodzaak van de verstrekkende maatregelen en de indruk van een eensgezindheid in de pers en politiek. Dit leidde ertoe dat sceptische mensen op zoek gingen naar alternatieve geluiden.
scp,83,Institutionele uitsluiting en marginalisatie van sceptische burgers.,Scepsis en wantrouwen richting de overheid.,Hierdoor stapelden hun gevoelens van uitsluiting zich op en werd hun wantrouwen verder gevoed.
scp,83,Scepsis en wantrouwen richting de overheid.,Zorgen over een repressieve maatschappij en controle door de overheid.,"Hun berichten op sociale media werden verwijderd, ze kwamen in confrontatie met de politie bij demonstraties en ze voelden zich niet serieus genomen in de media en in overheidscommunicatie."
scp,83,Desinformatie en onbetrouwbaarheid van informatie.,Scepsis over de effectiviteit van coronamaatregelen en vaccins.,Bij een deel van de Nederlandse bevolking ontstond scepsis over de informatie die de overheid verstrekte.
scp,83,Problemen met overheidscommunicatie en transparantie.,Scepsis en wantrouwen richting de overheid.,Na de coronacrisis bestreed de overheid het virus met maatregelen die het leven van mensen beperkten. Hierbij had de overheid het vertrouwen van burgers nodig.
